V1,V2,V3
-122.033613445378,44.8996655518395,1203.23315429688
-122,44.8996655518395,1011.86322021484
-126,44.866220735786,-2845.759765625
-125.966386554622,44.866220735786,-2842.5498046875
-125.932773109244,44.866220735786,-2845.87963867188
-125.899159663866,44.866220735786,-2852.2998046875
-125.865546218487,44.866220735786,-2853.85180664062
-125.831932773109,44.866220735786,-2841.96166992188
-125.798319327731,44.866220735786,-2831.69165039062
-125.764705882353,44.866220735786,-2825.7216796875
-125.731092436975,44.866220735786,-2816.44165039062
-125.697478991597,44.866220735786,-2804.31176757812
-125.663865546218,44.866220735786,-2797.12182617188
-125.63025210084,44.866220735786,-2783.94165039062
-125.596638655462,44.866220735786,-2782.54223632812
-125.563025210084,44.866220735786,-2788.89233398438
-125.529411764706,44.866220735786,-2796.67236328125
-125.495798319328,44.866220735786,-2806.87231445312
-125.46218487395,44.866220735786,-2808.7822265625
-125.428571428571,44.866220735786,-2808.88232421875
-125.394957983193,44.866220735786,-2781.59228515625
-125.361344537815,44.866220735786,-2404.71240234375
-125.327731092437,44.866220735786,-1798.91430664062
-125.294117647059,44.866220735786,-1730.904296875
-125.260504201681,44.866220735786,-1913.84436035156
-125.226890756303,44.866220735786,-1729.11437988281
-125.193277310924,44.866220735786,-1590.154296875
-125.159663865546,44.866220735786,-1802.12426757812
-125.126050420168,44.866220735786,-1824.64428710938
-125.09243697479,44.866220735786,-1781.34436035156
-125.058823529412,44.866220735786,-1514.85046386719
-125.025210084034,44.866220735786,-1170.34045410156
-124.991596638655,44.866220735786,-885.840454101562
-124.957983193277,44.866220735786,-722.21044921875
-124.924369747899,44.866220735786,-564.600463867188
-124.890756302521,44.866220735786,-492.160461425781
-124.857142857143,44.866220735786,-416.310455322266
-124.823529411765,44.866220735786,-363.350463867188
-124.789915966387,44.866220735786,-363.721649169922
-124.756302521008,44.866220735786,-441.491638183594
-124.72268907563,44.866220735786,-443.441650390625
-124.689075630252,44.866220735786,-379.541625976562
-124.655462184874,44.866220735786,-327.291625976562
-124.621848739496,44.866220735786,-367.731628417969
-124.588235294118,44.866220735786,-340.581634521484
-124.55462184874,44.866220735786,-276.441650390625
-124.521008403361,44.866220735786,-224.602584838867
-124.487394957983,44.866220735786,-189.992584228516
-124.453781512605,44.866220735786,-171.752593994141
-124.420168067227,44.866220735786,-158.952590942383
-124.386554621849,44.866220735786,-150.282592773438
-124.352941176471,44.866220735786,-141.122589111328
-124.319327731092,44.866220735786,-135.132583618164
-124.285714285714,44.866220735786,-126.632591247559
-124.252100840336,44.866220735786,-114.160049438477
-124.218487394958,44.866220735786,-101.510055541992
-124.18487394958,44.866220735786,-85.8900527954102
-124.151260504202,44.866220735786,-66.9500503540039
-124.117647058824,44.866220735786,-58.4100532531738
-124.084033613445,44.866220735786,-34.7900543212891
-124.050420168067,44.866220735786,6.7499475479126
-124.016806722689,44.866220735786,79.809944152832
-123.983193277311,44.866220735786,45.5911636352539
-123.949579831933,44.866220735786,62.8411636352539
-123.915966386555,44.866220735786,158.291168212891
-123.882352941176,44.866220735786,332.401153564453
-123.848739495798,44.866220735786,364.291168212891
-123.81512605042,44.866220735786,425.331176757812
-123.781512605042,44.866220735786,414.051147460938
-123.747899159664,44.866220735786,361.141174316406
-123.714285714286,44.866220735786,518.447326660156
-123.680672268908,44.866220735786,435.997314453125
-123.647058823529,44.866220735786,486.927307128906
-123.613445378151,44.866220735786,632.677307128906
-123.579831932773,44.866220735786,638.397338867188
-123.546218487395,44.866220735786,539.7373046875
-123.512605042017,44.866220735786,438.677307128906
-123.478991596639,44.866220735786,426.207305908203
-123.44537815126,44.866220735786,241.594970703125
-123.411764705882,44.866220735786,126.494979858398
-123.378151260504,44.866220735786,96.8849792480469
-123.344537815126,44.866220735786,115.464973449707
-123.310924369748,44.866220735786,133.994979858398
-123.27731092437,44.866220735786,108.444976806641
-123.243697478992,44.866220735786,66.8749771118164
-123.210084033613,44.866220735786,54.9449768066406
-123.176470588235,44.866220735786,48.0438461303711
-123.142857142857,44.866220735786,70.8338470458984
-123.109243697479,44.866220735786,247.863845825195
-123.075630252101,44.866220735786,228.353851318359
-123.042016806723,44.866220735786,198.253845214844
-123.008403361345,44.866220735786,159.093841552734
-122.974789915966,44.866220735786,134.713851928711
-122.941176470588,44.866220735786,105.903846740723
-122.90756302521,44.866220735786,112.772346496582
-122.873949579832,44.866220735786,113.08235168457
-122.840336134454,44.866220735786,120.16234588623
-122.806722689076,44.866220735786,138.642349243164
-122.773109243697,44.866220735786,170.942352294922
-122.739495798319,44.866220735786,219.482345581055
-122.705882352941,44.866220735786,311.942352294922
-122.672268907563,44.866220735786,391.492340087891
-122.638655462185,44.866220735786,500.402130126953
-122.605042016807,44.866220735786,567.882141113281
-122.571428571429,44.866220735786,670.032165527344
-122.53781512605,44.866220735786,795.322143554688
-122.504201680672,44.866220735786,900.092163085938
-122.470588235294,44.866220735786,961.992126464844
-122.436974789916,44.866220735786,938.552124023438
-122.403361344538,44.866220735786,879.852111816406
-122.36974789916,44.866220735786,690.878051757812
-122.336134453782,44.866220735786,718.488098144531
-122.302521008403,44.866220735786,795.918090820312
-122.268907563025,44.866220735786,735.618041992188
-122.235294117647,44.866220735786,841.388061523438
-122.201680672269,44.866220735786,930.728088378906
-122.168067226891,44.866220735786,1058.26806640625
-122.134453781513,44.866220735786,1181.05810546875
-122.100840336134,44.866220735786,1230.31323242188
-122.067226890756,44.866220735786,1143.25317382812
-122.033613445378,44.866220735786,1040.23315429688
-122,44.866220735786,1167.0732421875
-126,44.8327759197324,-2854.6396484375
-125.966386554622,44.8327759197324,-2851.6796875
-125.932773109244,44.8327759197324,-2859.70971679688
-125.899159663866,44.8327759197324,-2867.05981445312
-125.865546218487,44.8327759197324,-2861.86181640625
-125.831932773109,44.8327759197324,-2845.06176757812
-125.798319327731,44.8327759197324,-2835.53173828125
-125.764705882353,44.8327759197324,-2828.12182617188
-125.731092436975,44.8327759197324,-2817.29174804688
-125.697478991597,44.8327759197324,-2811.54174804688
-125.663865546218,44.8327759197324,-2803.24169921875
-125.63025210084,44.8327759197324,-2811.61181640625
-125.596638655462,44.8327759197324,-2796.41235351562
-125.563025210084,44.8327759197324,-2799.5322265625
-125.529411764706,44.8327759197324,-2805.00219726562
-125.495798319328,44.8327759197324,-2812.572265625
-125.46218487395,44.8327759197324,-2818.50219726562
-125.428571428571,44.8327759197324,-2817.06225585938
-125.394957983193,44.8327759197324,-2808.5322265625
-125.361344537815,44.8327759197324,-2516.51220703125
-125.327731092437,44.8327759197324,-1801.57434082031
-125.294117647059,44.8327759197324,-1395.07434082031
-125.260504201681,44.8327759197324,-1713.484375
-125.226890756303,44.8327759197324,-1625.12426757812
-125.193277310924,44.8327759197324,-1612.734375
-125.159663865546,44.8327759197324,-1809.79431152344
